id,value1,value2,category
236,2.4235322113809388,26,C
237,0.6217068332853524,82,C
238,1.6056927890707315,32,C
239,0.2507081754795266,26,B
240,0.4495729796038218,39,B
241,-1.1024582045859093,72,B
242,-0.5540027042110038,32,C
243,-0.07842323137980185,43,A
244,1.329440491527321,29,C
245,0.43536245649011646,18,A
246,1.8236011476417668,4,A
247,-1.2636633536149307,94,B
248,0.024454513735224757,19,B
249,-1.9199038362869465,81,C
250,-2.0484402243837763,81,C
251,-0.11373803039281925,79,C
252,-1.2911586194525981,94,C
253,0.1811877017033779,73,B
254,2.494131947850741,88,A
255,0.3857054722635476,17,C
256,-1.3492910024920683,87,B
257,1.7159141732152587,20,A
258,0.987684450614045,28,B
259,0.16639617211033764,24,B
260,0.9824708204465014,10,B
261,-0.7661482887187729,46,B
262,-0.8241814653007139,81,A
263,0.782641588019978,53,B
264,0.3873071491109289,82,A
265,-0.42859425494884484,65,B
266,-0.648068075449849,69,B
267,-0.2101715413345787,77,B
268,0.6010017792323876,6,C
269,0.28584321904090976,38,C
270,-0.711417279555001,49,B
271,-0.8122515977978189,15,C
272,0.6813872871613255,82,C
273,-0.1289098347968914,8,B
274,0.7362403038323904,87,A
275,1.776777068563395,96,A
276,-0.08703322223997555,9,C
277,0.06917714935114579,97,C
278,-0.16865541458111924,84,C
279,0.17489047999992993,65,B
280,-1.4701301402384825,45,C
281,-0.06846208321056958,45,A
282,-1.413572701844165,41,A
283,0.15880010778126202,15,C
284,-1.1266541688129112,79,C
285,-0.9111887024684765,37,B
286,0.7658659607371715,96,A
287,1.145461478734283,35,B
288,0.2896754373753925,17,A
289,-2.1076151096019067,14,A
290,0.03684598817805013,45,A
291,0.12553490254213584,53,C
292,-0.03901435787699002,3,C
293,-0.11600083445392874,70,B
294,0.0054867975528500685,17,B
295,1.3892388859731617,35,C
296,0.8622499549443056,77,A
297,0.9701978731192819,39,B
298,-1.1546527259784007,32,C
299,-0.6016257310254208,92,A
300,0.566925018180822,10,A
301,0.32016576116066053,16,C
302,-0.613191396732075,76,C
303,1.2995881399160238,66,B
304,-0.631674862789168,67,C
305,0.18943987123424497,38,C
306,0.024697421205681972,56,A
307,-0.8411162072880265,44,C
308,-0.43569300732227373,82,B
309,0.7164710156563615,14,A
310,2.004748127381183,25,B
311,-0.37046291438633305,13,C
312,0.6419101688003012,89,B
313,-2.3718982233138273,9,B
314,-0.499872863064941,18,B
315,-0.17241870083237149,97,B
316,-0.677957261152235,21,B
317,-0.35342551097277697,92,B
318,-0.9340264436063067,98,C
319,0.9125756781002415,24,C
320,-1.7691530472311325,32,B
321,-0.6390662650977721,69,C
322,-0.4639118531285266,65,C
323,-0.22932957681793278,5,A
324,0.49244836214807985,29,C
325,-0.8580324160398959,29,C
326,1.2380944093759076,83,B
327,-0.42299058505914944,75,B
328,-1.3428070667702354,32,A
329,-0.7051763505847799,45,B
330,-0.7566102699889246,29,C
331,-0.07685303001821238,20,B
332,2.224052900800876,54,A
333,0.6541023064597917,48,C
334,-0.1315388932790899,45,C
335,1.203483781697331,75,B
336,1.6048326721220412,44,A
337,-0.5721752110733666,87,B
338,0.486272124542897,92,A
339,1.436634050032689,68,B
340,1.4799190477901358,95,A
341,-0.9166272400989829,36,A
342,-0.10970523527171597,79,B
343,-0.4369113014141993,27,C
344,1.44089228854942,15,A
345,0.7043422182400343,60,C
346,0.022103059875226823,55,A
347,0.2497768233083688,93,C
348,0.8654101422035804,14,A
349,-1.3093442750492599,71,B
350,-0.5662127479647519,95,B
351,0.3884082346276038,59,B
352,0.125618906873364,7,B
353,1.5343930879855614,12,B
354,1.4804433903240726,61,A
355,0.07673757040990575,46,A
356,0.9854416356630292,80,A
357,-0.5278019826852711,66,C
358,-0.33506036337734313,62,C
359,-1.695707516865598,88,B
360,-0.11282117434960326,78,C
361,-0.6801944500586737,15,C
362,0.4326083193810399,92,B
363,0.03284824231894344,70,A
364,0.07021748300256166,45,C
365,-1.50137368122006,68,C
366,1.9067192663926718,88,C
367,-0.029267122659240752,5,A
368,-1.7685046293940176,37,B
369,0.020980397994934216,11,A
370,1.252177880423889,56,C
371,-0.9280245710931749,85,C
372,1.4166303431911786,41,A
373,-0.665872245256838,43,A
374,-0.9065226085005847,7,C
375,0.6845942995908157,2,B
376,-0.07995013093771763,58,B
377,0.5419595017323185,48,B
378,-0.1493925103631091,26,A
379,-0.6682906183172932,1,B
380,1.0801208670396572,38,A
381,0.05575872288838315,80,B
382,-0.17127333123635297,37,B
383,-0.18184828953546636,35,A
384,-0.3350841480533713,90,C
385,-0.640530351400096,65,B
386,0.16272028937024385,98,A
387,0.954678230672376,25,C
388,-1.7288934229340436,84,C
389,-0.886454827563576,33,C
390,1.4863905727529831,40,A
391,-1.4998371987351338,47,A
392,1.2357964587255599,7,C
393,-0.5013875720565306,45,B
394,-0.7861954335979624,3,B
395,0.5135376742626775,57,B
396,1.0240554475431842,8,B
397,0.024469576628911263,24,C
398,-1.2784477023804033,52,C
399,0.8462772979730874,24,C
400,-1.259923448852842,52,C
401,0.40781910656782133,71,A
402,0.7414472882504145,13,B
403,0.8129913513025391,37,A
404,-0.4646149311197198,26,A
405,0.8806001028209143,8,C
406,0.10078946603622146,28,B
407,-1.9703410318645342,31,A
408,0.5157518944222075,95,C
409,0.8270107504293122,99,B
410,-1.1853915583749783,13,B
411,-0.9368933659831118,12,A
412,-0.9615769080755475,2,B
413,-0.15854721216315792,57,B
414,-0.37056593632146023,31,A
415,-0.630207682132257,92,A
416,-0.5024280271145635,30,C
417,-0.16401212981602467,49,B
418,-0.8762693073184575,13,B
419,-1.7505595827990432,85,A
420,0.6024348787200698,28,A
421,-2.0965443229193954,63,B
422,0.8943347991105435,30,C
423,1.1498398087969999,18,B
424,-1.2183533580619725,85,A
425,-1.1689787433262406,59,B
426,-0.09623485670026458,74,C
427,-1.472272954469628,25,C
428,1.5113500417105425,81,C
429,0.46722597588371484,14,A
430,0.9779550503879818,62,B
431,0.30258009291264887,27,C
432,-1.7540940049572051,88,C
433,-0.6924134697871506,41,B
434,-0.5945254705310942,14,C
435,1.3737322872929796,98,B
436,0.25938401285216545,29,C
437,0.5614948073122338,14,A
438,-0.38067896252242617,66,B
439,-0.7829136556994356,30,B
440,-0.5711568426614956,25,A
441,0.8007656011936874,78,C
442,1.4481233685982313,7,B
443,1.097959183933224,91,B
444,-0.8407088992436349,84,C
445,-0.7975720227566484,82,C
446,-0.038381097075596754,83,B
447,0.6310665659156247,57,B
448,-0.7644144041008253,6,B
449,-1.483266657364689,4,C
450,1.165937800411099,74,B
451,0.22587647943320016,93,C
452,0.6405190572594069,35,B
453,-1.3907554970624283,17,C
454,-2.2816710345835127,1,C
455,-0.2785556537314614,1,A
456,-0.40722199410839205,50,A
457,1.0193354247064499,18,B
458,0.21262061623347947,54,C
459,0.9637252353462159,28,B
460,-1.704896952605817,55,A
461,-0.9742691959031603,52,B
462,-0.6530273769371315,77,B
463,-1.1710320920910948,14,B
464,0.07369824317758773,10,B
465,0.8497217691287581,86,C
466,1.3732097344730423,31,B
467,-1.4024039389086724,17,C
468,0.633568938913083,84,A
469,0.6565988989525757,41,A
470,-0.8233974464913083,13,C
471,-0.28363033931212916,21,A
472,-0.6074250380710381,68,A
473,0.8287397245637017,66,B
474,-0.023226727088595963,53,A
475,0.5726953977024473,58,A
476,0.4690759026546582,96,A
477,0.4244563329851371,57,C
478,0.7385083127471418,59,A
479,0.29764861249711005,35,B
480,-2.350241904006271,51,C
481,-0.2887967600013946,39,B
482,-1.1857068492949976,58,C
483,0.01593829263064547,47,A
484,-0.824306760402625,97,A
485,0.06816329993305538,99,A
486,0.5696885263894209,54,C
487,-1.3372916580053404,37,C
488,-0.27960315867919017,63,A
489,0.7261058251827365,42,B
490,-0.8685838553996695,58,B
491,0.11124804049361796,88,A
492,0.37271906739618327,57,A
493,-0.6246926543103881,63,C
494,-0.3664842861538978,16,C
495,1.759533407994341,59,A
496,2.616785032560309,30,B
497,-0.3701654810041817,7,B
498,-0.19798259011847272,71,B
499,-0.9360421815575211,84,C
500,-0.19721088909140233,81,B
501,-0.9242033931571072,79,C
502,0.15919858436141524,25,C
503,-0.16726832050628287,57,A
504,0.4909306629289816,69,C
505,-0.09699658003291912,94,A
506,-1.581031244349884,50,A
507,0.08496780725947285,76,C
508,0.12863836938424547,99,C
509,1.722471086622731,49,A
510,-1.1525640691183672,84,A
511,0.35101314497018893,43,C
512,1.3192635374974944,42,A
513,1.3666862824235326,85,B
514,-1.362980258699222,60,C
515,-0.7235124756971424,19,C
516,-0.565135096297748,81,A
517,0.20009663748708212,23,C
518,-1.0299091578100321,3,C
519,-0.7841374167263494,50,C
520,0.20435336821978609,92,A
521,-0.564812214748895,46,B
522,-1.035142061543056,59,C
523,0.17071402744862083,97,B
524,-0.8723314971761665,95,B
525,-1.5195760673746155,97,B
526,-0.19704814723197486,52,C
527,-0.49858433250793777,75,B
528,-1.6635599647597763,4,C
529,0.586677679463664,57,C
530,-1.174797065811922,94,B
531,1.3384136234596826,75,C
532,1.3367459595374054,98,B
533,-0.3682658163808904,25,C
534,-0.3703673990865633,22,C
535,0.7568797097625831,8,A
536,0.16173751306252754,58,A
537,-0.478840656534562,50,A
538,-0.21341637647292377,50,A
539,0.2084542330976061,33,B
540,1.500773230989117,46,B
541,2.4672220985913134,85,A
542,0.3387171118166161,45,C
543,0.8155870204210204,77,B
544,0.7491327746861876,83,C
545,0.4139318624125871,74,A
546,-0.8378723011819849,57,B
547,-0.2677418213910988,65,A
548,0.8181282602298128,78,B
549,1.9009928584981428,70,B
550,0.8849415953382541,6,A
551,-0.3553175666883771,82,A
552,1.547954204577584,11,C
553,0.4756263271378606,89,B
554,-0.38581095807567967,18,B
555,0.8104472640103068,35,A
556,-1.9177754603749917,42,B
557,0.8423525302403416,95,C
558,0.042804019191484716,88,A
559,0.9675339789958448,23,C
560,-0.0817158545360703,96,C
561,-1.542548928790565,97,B
562,-0.9914489303476279,36,C
563,-1.0527033135473949,50,C
564,-2.7018908660990406,26,A
565,-0.5962496011413585,21,C
566,0.11911492720415134,5,C
567,-0.8820910974586431,60,C
568,0.9677325142152648,29,C
569,-1.0786442985136546,11,B
570,-0.8428418277095764,52,B
571,-1.7200534819620037,72,A
572,0.20356243556929268,79,C
573,2.4661259256318773,5,C
574,-1.3472735455011031,91,B
575,1.39267611068808,9,B
576,0.009642432737033359,49,B
577,0.17367875146627532,25,A
578,-1.9492038922542458,30,B
579,0.6105558004953339,95,B
580,-0.64937577362807,73,C
581,-1.3546286384657071,34,B
582,0.22281230316866996,19,C
583,0.2919532409237085,83,A
584,0.9366278862903934,42,C
585,0.434548082024835,55,A
586,-0.8388269551602714,94,C
587,2.474650261231771,51,C
588,1.680144802411974,69,A
589,0.32038074121772214,67,A
590,-0.19680814816934425,48,C
591,-1.256809505754763,31,B
592,0.2503848026460566,14,B
593,0.26400388537576674,21,B
594,-1.3032358182084212,74,B
595,-0.6657618765157592,39,A
596,0.3705371987758406,32,C
597,-1.283746011740698,96,B
598,1.9738862731750533,32,C
599,-0.30492087106821175,20,A
600,0.7473550495767264,78,B
601,1.050230726643676,25,C
602,-0.7175776539687263,58,C
603,0.5012058085023395,25,A
604,-0.6757562555812223,8,C
605,-0.20573589397684372,41,B
606,0.512396489767448,30,A
607,2.20309949441611,83,A
608,0.47729066446151336,12,C
609,0.4439509034942895,25,B
610,0.8223329269028,62,A
611,0.41830921548182504,55,B
612,1.8202948144791724,90,C
613,1.2624571059102467,31,C
614,0.14258532602916074,24,A
615,0.18171192140626627,32,C
616,-1.8340915709787182,23,B
617,0.19141489958983185,15,A
618,-0.7791579145000088,45,A
619,1.7790652168540466,2,C
620,-0.4705634049067557,4,C
621,0.2604320949905577,83,C
622,-1.262055928897008,98,A
623,0.2597540499294309,20,A
624,2.4074251244977067,12,A
625,-0.08351361929836498,45,C
626,0.883966527539576,64,B
627,-1.1024079441712962,14,A
628,-0.10979865513062571,1,C
629,-0.46624763958957416,51,B
630,0.43250934643263145,14,A
631,-0.3238336228442811,47,B
632,-0.053931599789388704,19,B
633,-1.002613506651956,11,C
634,0.6689129209252178,72,A
635,1.4070380138150742,48,C
636,-1.8708854311689733,44,A
637,0.3897719122567832,80,B
638,0.6130370842707927,43,C
639,-0.25945283643528755,57,B
640,0.39170025740275116,31,C
641,-1.2503685619590204,13,C
642,0.921175077694018,6,B
643,-0.2935731190761237,40,C
644,0.5881477156680495,1,C
645,0.7897562258132833,44,A
646,0.1623214473506749,88,B
647,0.009485594091185804,75,C
648,-0.33969484781946424,14,C
649,-1.2604376729872484,38,B
650,0.6885127051462665,94,B
651,-0.1467260829539403,24,B
652,-0.6127837338997967,11,B
653,-1.1094423501515471,6,A
654,0.850342004491586,53,B
655,2.8595013233817537,77,B
656,1.0919918845983965,98,B
657,0.11218682939384125,45,A
658,0.6322022289890431,73,B
659,0.19459957071114464,56,C
660,-0.5463115954447909,67,C
661,-0.09358823778791975,95,A
662,-0.258935622968752,8,B
663,-1.008896711717165,8,A
664,0.13053762631114532,44,A
665,-0.43350527345731626,53,A
666,-1.3331907581537137,99,C
667,-1.953208670614554,59,C
668,0.8316178063063223,13,C
669,-0.08355527290029652,98,C
670,-1.0214611737652621,79,C
671,1.4294316719097568,76,A
672,0.2649985545521118,29,C
673,1.719048893250274,19,A
674,1.1356110041578027,22,B
675,-1.3872317897021045,33,C
676,-1.3230359890025487,84,B
677,-2.227225849911102,81,C
678,-1.7049876677687492,66,C
679,1.8067676442577394,32,B
680,-1.629131196403477,55,C
681,0.9649810534613856,42,B
682,-0.5482691904393436,67,C
683,-1.242579199814395,27,B
684,-1.0380442756974302,70,C
685,0.88131917391297,4,B
686,-0.0002830776407892702,87,A
687,-0.384281815092231,19,B
688,1.705447518042447,5,B
689,-1.339880896845656,50,B
690,1.4420560938357023,91,B
691,1.2975789385306724,20,B
692,-0.24715975198437976,35,A
693,0.7525952543492451,1,A
694,0.7786307559295901,5,C
695,1.558236456986617,87,A
696,-1.0900909693005103,2,A
697,0.5309186989677883,38,A
698,-0.5030824170574331,1,C
699,-0.5365030489718269,35,C
700,1.2279718208177817,90,B
701,0.29081752801929894,21,B
702,0.2078813985039834,9,C
703,0.2731991814735404,16,C
704,1.001150419117769,95,C
705,-0.3074747253300146,16,B
706,-0.5465849455769826,58,B
707,1.8287937240154701,98,B
708,-0.18847463172378276,94,A
709,1.3345746648975942,8,C
710,0.09345718099980928,51,C
711,0.43660265464154063,13,C
712,0.22058273245316357,64,C
713,-0.40548324885754355,30,A
714,-1.328372778864002,81,B
715,0.13277796381250465,29,A
716,0.5288931518084348,21,C
717,-0.558271508981956,76,A
718,-1.8765361695168385,60,B
719,0.5527952599508346,50,C
720,1.4480904943732353,4,C
721,0.38095101211454757,54,B
722,-0.5123156288888563,71,A
723,-0.7828149934631201,64,B
724,-0.49887064629588096,32,A
725,-1.4769139843981405,14,A
726,-2.2095790895470344,2,A
727,0.08200165014320904,82,A
728,-2.4757283788756594,64,A
729,-0.8226672395600508,25,C
730,-0.44154412606870785,94,A
731,-0.3371679767421007,45,A
732,-0.48892123026298295,33,C
733,-1.5318314272422762,56,A
734,0.057366921297381634,33,C
735,-1.3449361735110494,72,B
736,-0.5507324810561056,76,B
737,0.4479297232269362,57,A
738,0.05543251863510742,79,A
739,-1.7532507445671632,17,A
740,2.197391119991248,75,C
741,-0.0054926790604469,9,C
742,0.7585005706321274,81,C
743,0.5506568818170301,17,B
744,-2.0600401370776735,38,A
745,-1.3473950618625474,24,A
746,1.383544879754728,37,B
747,0.2781484867064911,84,A
748,-1.3095862341571272,17,B
749,-0.967204412330152,28,C
750,-1.3345219294570607,92,A
751,-0.3973712832764404,99,C
752,-0.20453448043549224,64,C
753,0.2555308336506805,55,C
754,-0.637420199428369,91,C
755,0.6365003138881369,14,B
756,2.71762720896064,92,A
757,0.6028123618108315,2,B
758,1.5025345078779035,76,C
759,-0.8916384699369053,54,C
760,-0.13202442937854278,49,B
761,0.4722830465089971,52,A
762,-0.04120246581360106,76,C
763,0.9568442369399255,29,B
764,0.5303350310874658,43,C
765,-0.5757448900115795,99,A
766,0.7250331032123275,37,C
767,-0.4904630880252897,14,C
768,0.6089237288417463,26,C
769,0.049031021679850455,65,B
770,0.014587798686762495,36,C
771,1.6686928935015497,58,B
772,1.5937506484350243,56,A
773,-1.0958771641648202,5,B
774,-0.11206795103477855,25,C
775,0.8520994565300712,78,C
776,-1.3258733653044454,48,A
777,0.16674136248785382,1,C
778,0.13274147769646932,92,A
779,0.5507903946329008,52,C
780,-0.7570167170583887,27,C
781,1.1818334212186348,8,A
782,-1.0678639576235005,35,B
783,-0.2637556033252824,53,A
784,0.247873529251444,41,B
785,0.7031691820735163,10,C
786,-1.7545689562372844,46,C
787,0.6388174253459137,69,A
788,-0.31761711550300875,98,C
789,-1.0338611754598053,76,A
790,1.570993263018203,4,A
791,0.12524601082915635,30,C
792,-1.237088725454665,55,A
793,1.5889099795423511,33,B
794,-0.6877582404061167,48,A
795,-1.767109554079195,47,B
796,-2.189670230328942,62,A
797,0.534858148311223,80,C
798,-0.9766869091046667,29,A
799,0.12483575631086058,42,C
800,-0.1770741483999657,20,B
801,1.7353399913566177,85,C
802,-0.7312523000850021,44,B
803,-1.0901207045436532,22,C
804,1.1925485283249375,47,B
805,0.9801092454199904,12,B
806,-1.5742531963302842,99,C
807,0.6011040576416932,7,A
808,0.40453458499466516,58,B
809,0.796027575412773,38,B
810,0.3430963397429961,41,A
811,1.2358609692617462,42,A
812,-0.8814011558198244,68,C
813,-0.643955460630863,62,A
814,1.1521589239589975,96,A
815,-0.8949852188839221,41,A
816,0.3728533883174845,93,B
817,-0.20636532184656328,17,B
818,0.5709648263877901,81,B
819,-1.7514182088726682,20,A
820,-1.0420647724729242,46,A
821,-0.8552763202666439,82,B
822,1.4943311949096496,72,C
823,-1.390306340794846,53,B
824,-0.5545009755342357,60,B
825,0.23056009876784653,4,B
826,-1.713520943598755,12,B
827,1.3286002020900336,68,C
828,1.0283604147200176,81,B
829,-1.9812693013020959,11,A
830,0.1603784789597261,7,C
831,1.4935693861267452,60,B
832,0.5396553719023367,54,B
833,-0.3686564252115765,42,C
834,-0.8703306002103397,62,B
835,-0.24508233733110155,9,A
836,-0.24170684968262435,39,A
837,-1.1718150362393158,2,A
838,-0.5432099297878962,84,A
839,1.018214613784389,75,C
840,0.655550544557766,87,B
841,-0.10569378781114325,52,A
842,0.0846851368716242,78,C
843,0.13400159893389427,29,C
844,-0.3156402349643605,98,C
845,-0.7124566775674958,16,C
846,1.0166654942502813,86,A
847,0.34630207314455674,38,A
848,-0.5425041175706046,17,B
849,-0.1414273489542981,1,B
850,-1.29437273040576,87,A
851,-0.6981706652131884,40,B
852,0.11614006701427487,82,C
853,0.7973981042700227,82,A
854,0.21756724225359111,99,C
855,0.11472915012322131,24,A
856,-1.6971741978629196,36,A
857,-0.34490193493148724,84,B
858,0.28334252846927027,26,C
859,-0.416674190277166,33,A
860,1.8029510608947035,45,A
861,-1.2635122656555942,58,B
862,-0.36601861897338817,24,A
863,1.7740967473358766,87,B
864,2.4944227620248824,50,A
865,1.3244084955088686,66,A
866,0.26836095054121534,58,C
867,0.25050548561675784,67,B
868,-0.6900226572955576,78,A
869,0.9269874297533935,97,B
870,1.0018371121058078,18,B
871,0.476747299169682,91,B
872,0.7433517181593083,46,C
873,-1.2752694982057806,94,A
874,0.06354633123733007,11,C
875,-0.6891049876837773,74,C
876,-0.7214929608151408,2,C
877,-1.049564346004379,36,B
878,0.8057380842608308,37,C
879,-1.108135506467645,17,A
880,-0.6560294292755697,84,A
881,0.7160917649819954,55,A
882,-0.1512966702032669,78,B
883,0.2539982320666347,78,B
884,0.5115031953469827,32,C
885,-0.325113153861141,73,B
886,0.6007700599661475,8,A
887,0.5065352386575603,53,A
888,-0.49479827204909094,53,C
889,0.8228746218394958,79,A
890,-1.8981755920440946,61,A
891,-0.9567384991196857,62,C
892,-0.5887537082180502,3,B
893,-0.4416586829549665,58,C
894,0.01587835682525411,21,C
895,1.1300762147721273,27,A
896,0.9987437809675929,18,A
897,0.6027251063414791,95,C
898,1.7609371274413705,55,A
899,-1.0842790745974835,65,B
900,1.1863730671300132,53,A
901,0.08835279319746825,72,A
902,0.37547602232310257,90,B
903,0.013268690732603288,35,A
904,0.8719040572712136,18,B
905,0.40797728374865466,61,C
906,0.3915952805009328,83,C
907,1.1761991592106498,99,C
908,-0.45277889335081284,1,A
909,-0.5049667115050139,79,B
910,-1.356234913174082,53,B
