Time,V1,V2,V14,Amount,Class
23.0,1.32270726911234,-0.17404083293642,0.171945121866125,16.0,0
23.0,-0.414288810090829,0.905437322625407,-0.0863244719500975,33.0,0
23.0,1.05938711501788,-0.175319186719244,-0.0399145024672579,12.99,0
24.0,1.23742903021294,0.0610425841868962,-0.152535138608542,17.28,0
25.0,1.11400859541157,0.0855460896870318,0.520787893899183,4.45,0
26.0,-0.529912284186556,0.873891581460326,0.100974273045751,6.14,0
26.0,-0.529912284186556,0.873891581460326,0.100974273045751,6.14,0
26.0,-0.53538776309446,0.865267807575272,0.102252103048142,1.77,0
26.0,-0.53538776309446,0.865267807575272,0.102252103048142,1.77,0
27.0,-0.246045948703835,0.47326690335701,-0.286217451066222,30.49,0
27.0,-1.45218727859439,1.76512373913739,0.768648040128495,1.8,0
29.0,0.996369531566045,-0.12258878723806,-0.0375108583595551,20.53,0
29.0,1.11088034163339,0.168716770722767,0.274457682308765,6.54,0
32.0,1.24905471963177,-0.624727077037783,-0.220846086114885,29.89,0
32.0,-2.00887179458613,2.19852650316899,1.01360321158387,2.35,0
33.0,-0.607877142993026,1.03134507783793,-0.3654390925945,14.8,0
33.0,-0.935731508971261,0.170415774156885,-0.233899924821916,9.1,0
34.0,-0.762255665726893,0.127767751953647,-1.03912460633328,15.99,0
34.0,1.13831556625444,0.0569559699973862,-0.188353421358499,21.34,0
34.0,-0.291540244596543,0.445575313725742,0.151922601756511,18.95,0
34.0,0.201685891430752,0.497483215432781,-0.157405056857078,9.99,0
35.0,1.38639697419213,-0.794209465382612,-0.739338428608896,30.9,0
35.0,-1.06323567874519,1.41819062554828,-0.116357328890885,20.22,0
35.0,1.19935593362078,0.129953154513887,-0.409346352255035,0.99,0
36.0,-1.00492933857661,-0.985977681437715,-0.341956368039262,1402.95,0
36.0,-1.16942245796433,1.15831387032695,0.210182391368661,7.99,0
36.0,1.09552460629831,-0.116085345733392,-0.0624044666639764,2.09,0
37.0,1.29566762073068,0.341483451353791,-0.316750192452704,0.99,0
38.0,0.158331782301759,0.872687435246972,-0.0476554686939835,21.76,0
39.0,-0.554064564931988,0.215728297966379,0.14475220028962,120.96,0
39.0,-1.33088157532471,0.26754022707339,-0.0412000005982097,13.84,0
40.0,1.11069200372208,0.0819419013829698,0.422995451627276,13.84,0
41.0,1.15431211678574,0.265462317325236,-0.0707926116953762,2.67,0
41.0,0.986063325558912,-0.202964586766765,0.371566359048745,169.05,0
41.0,1.1387593359078,-1.19295282747355,-0.586610838748991,96.94,0
41.0,1.14552438734553,0.575067968122658,0.788863794122663,34.13,0
42.0,-0.249361327961551,0.399227372862504,-0.27619076761852,32.51,0
42.0,-0.522666281326226,1.00992300182961,0.0205102490819948,243.66,0
44.0,-0.899992449383227,0.136254782203579,0.384573507124186,21.55,0
44.0,-0.7147640190509,0.514968588809346,-0.78399685528552,59.9,0
44.0,-0.948896382774995,0.248413620091971,-0.939053267606033,0.75,0
44.0,0.92706024886951,-0.323683971710722,0.314166275947243,45.71,0
46.0,-1.92321320363186,-0.870482324116727,-0.830664635864875,35.0,0
46.0,1.00658858258061,-0.0711053573592864,0.380114784646787,67.97,0
46.0,-0.378244634508222,0.732925473144789,0.14044940338935,11.45,0
47.0,1.19783859904952,0.236827617702066,0.269026235243189,3.63,0
48.0,-0.580628965016257,0.482683933097182,0.321663489232864,21.66,0
48.0,-1.79340624422786,1.85460399082838,-0.405832818314697,26.72,0
49.0,1.09860834614642,0.202423563829101,0.125136664522659,13.18,0
49.0,-0.549626144798035,0.418949153525597,0.0087100734926358,59.99,0
49.0,0.921543679723553,-0.0670837542257563,0.665985251334808,135.51,0
50.0,-0.571520749961747,1.07160044939815,0.0058047463548285,9.79,0
50.0,-0.671708547741052,0.59450259438803,-0.183001108223398,14.8,0
51.0,1.25987313565004,0.25423957645842,0.227135013294715,1.98,0
52.0,1.14736892702922,0.0590346445535856,0.502861187887764,6.67,0
52.0,-3.00523672241459,2.60013820219461,-2.83713599830894,1.46,0
53.0,-1.19896767411718,-1.47410047094211,-1.11878656487932,89.17,0
54.0,1.20239832807905,0.321711386607054,-0.351249746003609,7.53,0
55.0,-4.57509260816239,-4.42918377474876,-1.24682940571382,200.01,0
55.0,-0.773450000458189,0.85311249436819,-0.665286835592656,0.76,0
56.0,-0.847998365598453,1.04345933028073,0.450006443181567,20.22,0
56.0,0.0869961905163749,-0.0519887420255876,-0.0426768695073913,10.84,0
59.0,-0.773292609110981,-4.1460072502577,-0.259878797128783,1142.02,0
59.0,0.921024018835922,-0.16244686110781,0.593718449923865,149.9,0
60.0,1.06914138489519,0.0437859251672304,0.452045889971559,89.4,0
60.0,1.10702937694843,0.216441000371351,-0.0708893376688794,26.72,0
62.0,-1.03510581776689,0.996013127817514,0.0984338746976314,5.99,0
64.0,1.21251089095254,-0.0990542956039435,0.197436520971338,34.7,0
64.0,-0.658304934095684,0.40679056737153,-0.531597207426503,54.99,0
64.0,0.95960165851223,0.370711304613933,0.417438142069896,7.55,0
67.0,-0.653444627294995,0.160225076852038,-0.207880443553101,19.85,0
67.0,-1.49466784074271,0.837241399963629,-0.680510402769635,28.28,0
68.0,1.23299646466342,0.189453733510593,0.284676541283834,15.99,0
68.0,1.15693906521199,0.0372151171834976,0.796994975493623,2.69,0
68.0,-0.770196382647988,0.483572416412024,-0.200012764882671,22.36,0
69.0,0.298503170230964,2.14272151611193,-4.31837785899177,0.78,0
69.0,-0.608026929841982,0.306693600885717,0.285370867844552,168.56,0
69.0,-1.76664469899536,2.35298430630811,-2.67808072468436,0.76,0
69.0,-2.22064182690618,1.02918071808636,-1.10816364415856,9.47,0
70.0,-0.426071693865111,-0.0603037695141019,-0.926168244154841,21.8,0
71.0,1.33189715687662,-0.579961843235092,0.09427715103611,14.48,0
73.0,1.16228088374727,1.24817824998197,-3.27905430081944,1.0,0
73.0,1.23904805325795,0.29328441686901,-0.217738013210125,1.0,0
73.0,0.925996612578014,-0.358098896126416,-0.636389371548304,70.6,0
73.0,1.14818692615291,0.0858370715501502,0.26932177297861,19.77,0
74.0,1.03837033396612,0.12748612730368,0.446601378464056,1.18,0
74.0,1.03837033396612,0.12748612730368,0.446601378464056,1.18,0
74.0,1.03837033396612,0.12748612730368,0.446601378464056,1.18,0
74.0,1.03837033396612,0.12748612730368,0.446601378464056,1.18,0
75.0,-1.43906881704731,0.267631399445821,-1.48388981820893,81.13,0
76.0,-1.02457604912536,0.522289105931154,0.343492962020282,50.0,0
76.0,-0.997175759175411,0.2283653016759,-0.142352493671256,86.43,0
77.0,-1.16572174717741,1.48533681091152,0.978769726364441,11.83,0
77.0,-1.18595403044578,-0.218808439910428,-0.410061486786617,49.95,0
77.0,-0.42719085439784,0.745708409289759,0.48212118972861,9.12,0
78.0,-0.622478371733696,0.0148813952719626,0.510701454567437,104.94,0
78.0,-0.291241163405236,1.51568849878895,0.0793195207956956,4.68,0
78.0,-1.76040248125239,0.221924152797281,-0.170066568654683,62.92,0
78.0,-0.590589253571079,0.235248304183249,-0.188769225827924,18.31,0
79.0,-2.37438030624993,0.597145269577766,0.0718521594855042,80.0,0
80.0,-0.655264276212716,0.409898542836853,-0.113361054850318,32.51,0
80.0,-3.00773905109524,0.929514494266081,0.328058800506629,39.95,0
81.0,1.11104797028704,0.215351844382971,0.262161286299107,68.74,0
82.0,-3.59182616090439,1.34837036791844,0.559501932040791,79.0,0
82.0,-0.888004365805212,0.913669851642722,-0.0180981433440251,5.9,0
83.0,-1.86498968243287,0.910873768593301,-1.5997493546075,7.69,0
83.0,-0.833200336381452,0.778787122616319,-0.430302035646654,79.91,0
83.0,-1.89733073855531,0.955626146271076,0.505960635206199,552.18,0
84.0,1.11927230446687,-0.669639046767739,0.0556881939022512,67.3,0
84.0,-0.792329167474935,-0.840663719847906,-1.60640646784546,21.97,0
84.0,-0.481375994326719,1.00340670082876,0.0873495585049685,4.99,0
85.0,1.32788388574198,-0.735011945987154,-0.671875807833616,11.99,0
85.0,-4.25759743970886,1.64948916578024,0.803874467017676,124.67,0
87.0,-5.10187714438251,1.89702180383666,0.899810726121981,919.6,0
88.0,1.28722646741254,-0.824683124445629,-0.468678833686932,30.9,0
89.0,0.270724788018374,-1.61531675793543,-0.189957268178065,459.39,0
89.0,-0.58985594431031,0.933069872085511,0.0633812687719764,37.13,0
91.0,1.27613378318593,0.211469551986265,0.12797407776385,1.98,0
91.0,-1.8222727282391,1.2353355360103,0.279316466600276,15.89,0
92.0,-5.28597051304752,4.84732319710781,-1.86065309400076,8.95,0
92.0,0.60715301412013,-0.957413453834804,0.130804275800688,268.78,0
92.0,-0.238410956047651,0.509262765356428,-0.245975394600895,2.99,0
93.0,-0.853806863875249,0.127391777442852,0.230361856125657,322.44,0
93.0,-1.64001427310525,-0.479831345687393,-1.72373655590874,937.69,0
95.0,1.05702132888882,-0.646955978097134,-0.0521298971507663,69.0,0
95.0,-0.343711497676269,1.1186146192938,-0.401925750231587,2.28,0
95.0,1.31617764954493,-0.10559397597174,0.443198995660283,7.21,0
95.0,1.19557161849305,0.258857846103526,0.159115341592959,1.29,0
97.0,1.27381789287239,0.0580090544630036,0.528189225867633,17.8,0
98.0,-0.646513324100542,1.00419850064253,0.266959455514816,14.98,0
98.0,1.02711436915778,-1.2725428662228,-0.103666776917496,159.0,0
99.0,-0.883995649772828,-0.150764822957996,-0.0597015195949617,142.71,0
99.0,1.08103308286119,-0.256543414077899,0.195432880503186,84.39,0
100.0,-0.378601661083143,0.274578968122152,0.464692016093436,182.95,0
103.0,-1.40900945232726,0.56349250557035,-1.89459455741933,23.27,0
103.0,-0.94089283998755,1.07415476403598,-0.828662236334628,9.99,0
103.0,1.24574380820264,0.438877833136776,0.188863752059268,4.19,0
103.0,-6.09324780457494,-12.1142127363483,1.2599571205769,3828.04,0
105.0,1.00023398953512,-0.295227309545877,0.119761286317155,35.97,0
105.0,1.17509409290025,0.408263222486937,0.144788242212605,1.0,0
106.0,-0.306311185528508,0.991271929056655,-0.0207609419200812,24.57,0
107.0,1.17512477712478,0.661341182443299,-1.25101652850784,1.0,0
108.0,-0.817164489969121,0.548007876102878,0.214179328423134,148.43,0
108.0,1.20606523917482,-0.124884657032952,0.502670309047714,25.8,0
110.0,-1.2768303373631,-0.903556664358583,-0.625923233929635,110.4,0
110.0,-0.59193265098725,0.111272818723084,-0.0215200834519412,13.95,0
111.0,-0.820860221930224,1.02256699049175,-0.119547733464696,9.99,0
112.0,-4.81602179918938,-3.34506105842244,-1.41896284130383,937.69,0
112.0,1.10269785705561,0.103965142709557,-0.067945683641176,54.99,0
113.0,1.14755385606263,0.543491090615494,0.333657162698395,31.17,0
114.0,1.19406627067496,-0.072582233439266,0.014078326711936,23.88,0
114.0,-0.284446201887147,1.0690989466605,-0.377959982848874,4.49,0
115.0,-0.182928163161652,-0.920683415484178,-1.04409870991982,137.0,0
117.0,0.8056818038147,-0.220451375216265,-1.00077722589425,37.89,0
117.0,-1.01026659690107,-0.540014019039508,-1.84208067318355,82.29,0
118.0,1.25491350721112,0.350287347439663,-0.284469010332954,2.69,0
118.0,1.4310534091187,-0.648101141301022,0.0480512782477063,20.0,0
121.0,-0.868565326449855,0.684978078336131,-0.553999201196245,29.99,0
123.0,-0.50572836193902,0.666300359810047,-0.175766659731947,40.0,0
123.0,0.968783928886267,-0.501798126380266,0.225998642245616,160.86,0
124.0,-0.614586106416274,0.975396461893104,0.34178548478485,8.93,0
124.0,1.10525345275619,0.541842001729437,0.5026389486234,6.24,0
124.0,-1.71093476786515,-1.36679871176469,-0.119537851345866,230.0,0
125.0,-2.80706450646631,1.1830983245702,-2.4496711803376,43.71,0
125.0,0.853907974081155,-0.527163872834034,-0.336816368432673,165.55,0
125.0,-0.724910391642523,0.0734750176711627,-0.0907162500405274,113.0,0
127.0,1.35648932304895,-0.221355460517048,0.375077354483156,1.54,0
128.0,-0.549716076351302,0.90766515227958,-0.457462731500364,10.0,0
128.0,1.23949480822237,-0.182609247906561,0.778734283739171,8.8,0
130.0,-0.485237731354587,0.658496593931675,0.157454834211579,5.97,0
130.0,1.35328308643535,-0.69489997857583,-0.905357238477549,15.93,0
131.0,-1.00739058275579,1.26194331919926,-0.185212586402775,10.0,0
132.0,-0.394815704179131,1.05441829737983,-0.0891142351404219,3.87,0
132.0,-1.57135931118663,1.68750802712553,0.0600476234099728,10.0,0
133.0,0.709335677767676,-0.0116791551225081,-0.3878127896013,35.97,0
135.0,1.10176244239434,-0.119018463304873,0.0479042224605281,22.37,0
135.0,1.20720732422405,0.241318029071441,-0.105116498946392,4.57,0
135.0,-0.541889409867868,0.907744834353959,-0.286506809530979,23.57,0
136.0,-0.568284747585613,1.1950945447569,-1.00920539655489,13.99,0
137.0,0.753307852006014,-1.13159325678345,-0.211232351900226,226.07,0
138.0,-0.986639536232516,0.0546197737557083,0.314289833672674,148.81,0
139.0,0.951278275520493,-0.657729594475177,-0.765610812188551,58.0,0
140.0,1.17547797784407,0.167881282807954,0.422533743260073,1.29,0
140.0,-4.63653366354065,-5.93171744106428,0.506505348073668,65.0,0
140.0,-3.22274501100038,-1.9327757044757,-1.65500982811671,11.0,0
140.0,0.693502988755359,-1.13423202306023,-0.138375719164034,257.3,0
140.0,1.00794705665789,-1.2894923511636,-0.142536713309451,169.0,0
141.0,1.18045800237621,0.334266980447773,0.228582450327171,9.9,0
142.0,1.21140602376378,0.0078497561978632,-0.58264566486042,9.99,0
142.0,1.28825562199891,0.0858275844544001,0.467035600502499,4.9,0
143.0,-2.14345753168918,2.10782615798639,0.299913526361994,39.95,0
144.0,-1.03293991549335,0.680608051789549,-0.899500611447866,15.36,0
145.0,1.12257864240305,0.222573144325507,0.619830260052315,9.9,0
145.0,-2.42041282408364,1.94788538506719,-0.29021759928937,6.0,0
145.0,-2.42041282408364,1.94788538506719,-0.29021759928937,6.0,0
145.0,-2.4194856262823,1.94934570375711,-0.290433982401903,6.74,0
145.0,-2.4194856262823,1.94934570375711,-0.290433982401903,6.74,0
147.0,0.912979151045631,-0.652999554539752,0.0936292269633449,170.43,0
147.0,-2.68797796870046,4.39023019933876,-6.57678855343433,0.89,0
150.0,-0.399879706933424,1.05196578765937,-0.237325713037152,0.89,0
152.0,0.0954900228456742,-2.557694205114,-0.274255244414835,614.87,0
153.0,-0.648576025602736,0.740564583155935,-0.589982857734672,22.99,0
153.0,-0.903628224068223,-0.23336259768981,-0.428434388392651,71.26,0
154.0,1.19084416700527,-0.608426894343412,-0.200683588860116,127.69,0
154.0,1.31560130547239,0.413148285003167,-0.561514237040532,1.98,0
155.0,-0.546215294972356,0.878083882293216,0.440567025856866,6.45,0
155.0,1.1719535217444,0.31121325223846,-0.212157235594389,1.29,0
156.0,0.714401041887493,-0.493905247379715,-0.690133944359364,184.31,0
156.0,-3.49486085637009,-2.89444973245688,-0.415695785436682,500.0,0
156.0,1.32529522842754,-1.13867806622782,-1.26631715605214,10.0,0
158.0,-0.600816388115364,0.922454525911535,0.221138816180166,1.79,0
158.0,-0.159985036673326,-0.611632858229461,-1.51449222349658,10.0,0
160.0,1.1714389026217,0.474973975583183,0.480297338513285,20.0,0
160.0,-1.55148161076975,-1.05334603401611,0.211819844348127,700.0,0
162.0,1.03996431285983,-0.53435530995218,-1.07377083754811,22.0,0
164.0,1.21205680491093,0.246405410931148,0.0620883471382148,2.28,0
164.0,-0.433211486483386,1.02083512456957,-0.27518933725721,65.26,0
164.0,0.0734967056887614,0.551032960259225,0.40930988967974,0.99,0
167.0,1.32177832458389,0.658048334909082,-2.38081950169804,1.0,0
167.0,-0.827464822569393,1.2485696780494,0.424507636573025,44.2,0
167.0,-1.32906236984437,1.95588981197388,0.184726432830728,5.42,0
168.0,1.27496709005001,-0.77878335227247,-0.398951200368821,42.9,0
169.0,-4.06686227118254,-5.08121516166371,-0.58129933212274,355.51,0
171.0,-0.36553173374041,1.00693184486761,0.187392784381691,0.89,0
171.0,-0.957819798032566,0.247979462912852,-0.949910908599031,71.69,0
172.0,-1.42853496087881,1.79357777814503,0.297234744304846,2.29,0
172.0,1.26469866632806,0.168285518448668,0.0027045616751246,1.29,0
179.0,-0.431091691864319,0.890751790096124,0.0178959375398126,27.99,0
180.0,-0.782666195196938,1.01798650185743,-0.856785660686296,23.63,0
180.0,1.29403278460023,-0.762808543037382,0.47747425856214,48.0,0
181.0,-0.723637212116882,0.154495650156384,-0.243116379342127,318.5,0
181.0,1.13675205349017,-0.103769566563379,0.464222959874078,6.47,0
183.0,0.726749303819795,-0.528042417503892,0.250634863346405,224.97,0
183.0,-0.598071289304104,1.26413654605302,0.189483809415336,75.83,0
184.0,1.1992776677352,0.365737836066884,-0.23568893740094,1.98,0
184.0,-0.143256002557238,0.743648517894901,-0.336510143056514,1.98,0
185.0,-0.24130170318649,1.08931147158171,-0.494763598498854,4.65,0
187.0,0.0660607724103991,0.876263400106492,0.469809094351093,23.32,0
188.0,1.16843338889501,0.319977589151556,0.428824607355717,8.09,0
190.0,-1.5057791635308,-0.215325117259078,-1.52478487374754,82.29,0
190.0,-0.913599728792569,0.16226210632905,-0.484344945312324,99.95,0
190.0,0.0757496976674046,1.0269856842349,0.318969800280826,20.0,0
190.0,0.80384592083057,-0.571718051824685,0.127500770620155,127.75,0
190.0,-0.549414252248888,0.676860674262272,0.0964656528504576,20.7,0
192.0,-0.351286911319442,1.18375355867871,-0.155224571301645,1.79,0
193.0,-0.922515163569518,0.841576789866707,0.0153211530324728,37.2,0
194.0,-1.13151717857972,1.01639866937831,-1.30890082345635,1.0,0
194.0,-0.773295861622834,-0.190661402386917,-1.39711897869781,32.77,0
194.0,-0.931154307391249,0.825889109558541,-0.252545938101999,5.99,0
196.0,-0.278287824772175,0.866213738492535,-0.25872124801642,0.89,0
196.0,1.19865849537628,-0.420333822439695,0.529565297813102,63.9,0
199.0,-0.923891760950516,0.568852441669226,-0.401695799878486,6.45,0
199.0,1.02926861988186,-0.516292307231105,-0.593341681446501,61.18,0
199.0,1.18770633373201,-0.141019354828208,-0.339639868213434,9.99,0
200.0,-0.304922925009803,-0.521387699016404,-0.0507956203932772,196.7,0
200.0,-1.2694612985858,-1.02715254903322,-0.91086735313718,79.0,0
204.0,0.860652097177395,-0.247375223628961,0.190489661223303,137.3,0
204.0,-0.938225555281122,0.104717343525996,0.896911812836381,39.94,0
204.0,-0.188423950358007,0.877601830191909,0.883568857275761,1.98,0
205.0,1.18239888187218,0.0594886883256737,-0.138173544724554,12.99,0
206.0,-1.4997610740042,1.05958804684433,0.369248043111508,153.91,0
206.0,-1.42715155908329,-0.527766418795342,-0.591427377473048,101.0,0
206.0,-0.370562536427162,0.599809964742777,-0.493814117611803,10.27,0
209.0,-5.85246510836535,5.26737615027487,-1.61480922282647,8.97,0
209.0,-0.742877145631453,0.563251742882704,0.210474808994396,1.19,0
209.0,1.22850116135076,0.0918704732345868,0.542127237866539,45.0,0
209.0,-0.572010633445768,0.374980871055565,-0.362391077337668,95.56,0
209.0,-0.429224487181263,0.698849365672091,0.5329846847151,13.99,0
210.0,1.29392704695816,0.338070714110131,-0.449331226130304,12.99,0
211.0,0.263523486017542,-1.81289680597099,0.118926727930684,526.96,0
211.0,-0.24782697327908,-0.282682109553483,-0.142023989543667,70.0,0
213.0,-0.263380494288141,0.959102736933564,-0.0569676195857986,4.38,0
215.0,1.0877916547761,-0.143548187514716,0.0049540767152019,12.99,0
217.0,-2.42122994075349,-1.36960212708226,0.0283456029722722,24.0,0
218.0,-0.391724600264259,1.10635499488511,-0.701764787574994,1.0,0
218.0,-1.04566850139391,0.485509650946038,0.0751056262384273,17.56,0
218.0,1.20198934260699,-0.0344517882545193,-0.670645288184267,12.99,0
220.0,-0.592060069858075,0.785903888947481,-0.0763371423079018,18.96,0
220.0,1.21911209726618,0.0536941340207379,0.803478550700244,22.58,0
221.0,-0.34287127670878,-0.199545805008564,-1.6537270648466,99.82,0
221.0,-1.17773139753265,0.318500555804924,0.0450785549353655,25.36,0
222.0,-0.352704348425182,0.975517478886309,-0.490929565396499,7.81,0
222.0,1.08697116347518,0.0451223219759884,0.509992074735901,18.61,0
222.0,-0.443640309580642,0.981192772499014,-0.464505642356346,49.99,0
222.0,1.08102680841932,-0.139454510365646,0.295139625107427,17.24,0
225.0,1.47877285286563,-0.551088522355567,-0.256634660111923,34.0,0
225.0,-0.60883073513444,0.876837021150348,-0.555149171679642,35.11,0
227.0,-1.46538099225754,1.38217168365118,-1.9517824195878,1.0,0
227.0,1.12059926346433,-0.313307918184643,0.329314904827697,29.95,0
228.0,1.10576757085675,0.333011980941444,0.648164147995976,45.3,0
230.0,-0.420269748024928,0.814760402388282,-0.236308389988253,79.18,0
231.0,-0.961507377354571,0.743351361842785,0.106308676000978,26.98,0
231.0,0.28309984963423,0.819283967174175,-0.419693056743904,1.98,0
234.0,-0.602482640725502,0.479088624740384,0.661587680913643,42.81,0
235.0,-0.663511067150586,-0.0444432255338869,0.213254241828541,25.0,0
236.0,-1.16908654272192,1.09629245760701,0.456905426252527,0.99,0
236.0,-0.438337379138369,1.02836375116174,0.177484339353471,7.14,0
237.0,1.2602478379457,-0.0201719235487522,0.191842275436403,9.99,0
237.0,-0.473290464047342,0.479627277019437,-0.149683647567174,32.51,0
238.0,-0.992403869252745,1.62659146042882,-0.265059829661321,8.99,0
239.0,1.16752665064507,-0.318288402459783,0.111580899397211,10.0,0
241.0,-1.14232093108918,0.626404913442672,-0.321429686954772,10.62,0
241.0,-2.39844587044795,2.02296054871674,-1.2163728916789,4.81,0
241.0,-0.849347742302973,1.01950772295056,-0.255723093624357,12.2,0
241.0,1.18157196871777,0.241407903118498,-1.51746582298691,12.31,0
242.0,-0.398935074654529,0.94195326776366,0.181072418856814,2.69,0
244.0,-1.11894551099344,-0.0713662212566137,-0.698455933660834,100.37,0
246.0,-1.07704591768768,2.14091581317184,-0.270680727203434,1.5,0
246.0,1.31125848597963,0.0750277698378955,-0.112921113636626,1.98,0
246.0,-1.06919985264781,1.23996334846648,0.103236346483886,2.98,0
247.0,-0.68576979154299,0.554019231492311,-1.02759955628008,18.94,0
248.0,-0.216866830573623,0.90089621784561,0.364704377126409,10.0,0
249.0,-0.788406123131655,1.12517228396282,0.765481453025983,13.28,0
250.0,-1.33737490769388,1.10939119758766,-0.0598307139879331,5.96,0
251.0,1.20663783361344,0.14334482860189,0.548864045894721,31.8,0
251.0,1.07181268393766,-0.249927203030099,0.108958561069028,120.0,0
251.0,-0.238642948851198,-0.146691283633797,0.111714584443995,24.0,0
252.0,-2.39543391284319,-1.54536913635857,-0.0710282663789658,231.71,0
256.0,-1.37724532894464,0.714822533856904,-0.592772796928674,13.53,0
256.0,-0.471795900501931,0.523168690774356,0.25055327332692,18.45,0
257.0,-0.599318040806814,0.887524820087883,0.102504308571767,1.98,0
258.0,1.13093276051983,0.178069338865416,0.145854431311508,13.79,0
259.0,-0.942940340772634,0.206074135542738,0.258750399158194,20.17,0
259.0,1.09506741758645,-0.014392711873676,-0.325086571570067,9.99,0
259.0,-1.56948528932408,-1.93213338318792,-0.149255372278823,55.45,0
259.0,-0.363607747775808,1.10400832581145,-0.441824902046129,0.99,0
260.0,1.45590577026253,-0.928378048473089,-0.378084971530154,26.5,0
260.0,1.02670174848364,-0.661664688010336,-0.0428924260270339,99.0,0
260.0,1.07522901074671,-0.335339468401815,-1.06777936318678,5.46,0
261.0,1.26032783148891,0.299160897502296,0.10373332366365,1.98,0
263.0,1.1436489111363,0.128210203259278,0.513246951494807,49.99,0
265.0,-0.293838835769698,-0.0443689221292096,-0.0450355426540222,24.84,0
265.0,-0.561092494127646,0.508697738345598,0.0296300970509606,13.08,0
265.0,-0.491003017302294,0.906952627077483,0.526002678860792,9.03,0
265.0,0.0736314815543283,1.05120732881086,-0.613831959400157,1.0,0
266.0,-2.56496104960942,2.47098454163356,-4.8907163871643,10.35,0
266.0,1.28967251653565,-0.694399380236063,0.218534880955636,14.9,0
266.0,0.982539103625625,-0.229085198091074,0.328595736704364,154.4,0
267.0,0.992495951516809,-0.658003086815726,-0.694579172193954,122.36,0
267.0,-0.0710037261845793,2.11493086734407,-4.14315409474586,2.28,0
268.0,1.14606539406735,0.285853394164498,-0.089169308102975,6.54,0
269.0,1.32062602968289,-1.17433822036747,0.0839509156511072,2.6,0
269.0,-0.334463053149098,0.82678932684742,-0.0572788123884144,6.47,0
270.0,-1.35693548969166,0.0337238083583394,-0.187562487334621,52.95,0
271.0,1.1961928083246,0.245161002767118,0.200158679730578,0.89,0
271.0,-0.689738299845791,1.08609079947272,-0.131995761952885,5.99,0
272.0,0.867478766799032,-1.10225150163058,0.080408370928379,208.38,0
273.0,1.12435494268587,-0.132953465351976,0.382686793200346,32.51,0
273.0,-0.792970439917819,0.273688002643679,-0.224336144196101,6.51,0
273.0,0.216726737744709,0.710626489349415,0.605768303969205,18.0,0
274.0,-0.586189993683314,0.490033022414475,0.134683919398204,1.98,0
275.0,-0.363518693983855,0.0554644052427988,0.0760798242735095,70.33,0
278.0,-1.09230140566121,0.43075047613824,-0.298619911347828,2.69,0
279.0,-0.857062519648965,0.204627007877724,-0.10303329192603,19.29,0
279.0,-0.365229401506496,1.10435215946778,-0.455462190560712,8.99,0
280.0,0.87879449324497,-0.266909198449741,-1.02801841090484,109.15,0
282.0,-0.356466189895633,0.725417515222339,-0.698375266726369,0.0,0
282.0,0.0577799473883394,1.55035563102476,1.64257503801011,27.0,0
282.0,-0.426029991131099,1.04118389014423,-0.156006298493464,2.0,0
282.0,-0.669415282482136,-0.169043614878115,-0.569168889289998,11.64,0
283.0,0.948031796863003,0.318724756759898,0.209463494622259,94.5,0
283.0,-0.529995754566706,0.766553613360556,-0.176522503410487,2.31,0
284.0,1.14143647517214,0.0818934384999548,0.459588280433354,7.89,0
284.0,-0.942623062836132,0.657317958481619,-0.617131929386945,1.0,0
