id,value,category
79,1.4182936594995077,B
80,-0.907729115557059,C
81,-0.4763494212051891,C
82,-0.045512665868445996,B
83,0.08924922989687747,A
84,0.21931791523086422,B
85,-0.6021476749374769,A
86,0.4578780104037612,B
87,0.22721754157886986,A
88,0.7099214141204789,A
89,-0.3111960926005768,C
90,1.1845279764667371,A
91,-0.09288645591524233,A
92,-0.9113804244866835,A
93,-0.6079171726338236,C
94,0.24411111407534722,A
95,0.6576420442520917,C
96,0.8603842879736967,A
97,1.5955078575848791,C
98,-0.9828033740588961,C
99,-0.10563105886323983,C
100,-1.1256215595606118,B
101,-0.3649147677085831,A
102,0.4976281307672393,B
103,0.49040756709203936,B
104,0.08997689995186146,A
105,0.017745953859954124,C
106,-0.369915604800004,C
107,0.8288982346971885,A
108,1.106371130486773,B
109,-0.5024241667423011,A
110,2.0471723855931896,C
111,0.7706299435051097,C
112,-2.0625839061723354,C
113,0.21685277680129111,C
114,-0.32015882975268883,C
115,-0.6460381713676343,B
116,-1.2767599492285697,B
117,0.19988607399971858,A
118,-0.5631219457595531,A
119,-1.481215137892151,B
120,-1.1745021832035023,C
121,-0.42908146430162025,C
122,-0.3097630333644164,A
123,0.5144168310494426,A
124,-1.2138175484416358,C
125,-1.209728121171233,C
126,-0.14956779767886474,B
127,-1.3228438332675079,C
128,-1.2714736788654117,C
129,-0.8710376914066791,C
130,-0.7563986809462935,B
131,0.35281836818564105,B
132,-1.0644574739679984,C
133,0.15238254299247006,A
134,1.408294119921145,A
135,0.31655926254750355,A
136,0.13730996483306893,C
137,0.704174975638269,B
138,-0.6397539262081913,A
139,0.07980931097030476,C
140,0.19071983752358712,A
141,-1.0597764571880073,B
142,1.2193999367672457,A
143,2.2057674721240472,C
144,-1.0382315983370909,B
145,-0.14686151943818831,B
146,0.538810947898972,A
147,1.2032039823300988,A
148,0.2933452020775171,B
149,1.6202834126890115,A
150,0.158453082359727,B
151,-1.588429044405248,A
152,0.39623370305404937,A
153,-0.4777910310094846,B
154,0.7254258200715962,B
155,0.9838457286233552,A
156,-1.0097603440438312,C
157,-0.4945878839746362,B
158,-0.4146409223815927,B
159,-0.06604918531282164,B
160,-1.2891208533653271,C
161,0.5738461573075093,C
162,-0.4993075488023395,C
163,-0.12205395508716715,A
164,0.3654084511678938,A
165,-2.240721240420371,C
166,0.8170381329675216,C
167,-0.0968545071214954,C
168,-0.6932196240968128,C
169,-0.5422274845731296,A
170,0.36227057993349665,C
171,-1.1479944680255407,A
172,-2.0222806833995954,C
173,-0.54935554147745,B
174,1.8235132626510142,C
175,0.7217939389477055,A
176,0.5329254681295258,C
177,0.4295099077926683,B
178,-0.21002265276895402,C
179,1.110963728713048,A
180,0.8995317872225864,A
181,-0.8550221573757122,B
182,0.13173877049138788,B
183,0.5703526614921228,B
184,-0.951129803704219,A
185,-1.4336557844301998,A
186,-1.4567854772176025,B
187,1.6254039110883798,C
188,0.6103633651750279,C
189,0.6620387918874883,B
190,1.0669195530459998,C
191,0.36165797786737824,C
192,1.1596044395301874,A
193,-0.13635745277817748,C
194,-1.1192847474701195,C
195,1.2827480056124014,B
196,0.7644139777502597,C
197,1.1084852195683004,A
198,0.6538142989898647,A
199,0.8900299307829628,B
200,0.37829769173792077,A
201,0.11304322022531187,B
202,-0.2741179627148281,A
203,0.761399185058874,B
204,-0.06477737060689265,C
205,0.4075420756015844,B
206,0.8016894840430011,C
207,-0.8483399883163426,C
208,1.0765252571860775,B
209,-1.6226120137072266,B
210,-0.9431586016256361,B
211,0.10482125232847812,A
212,0.599606364948469,B
213,-0.8852685370367999,B
214,1.028879998711317,B
215,0.5527807522942129,A
216,0.5286487795706447,A
217,0.7095064575545167,A
218,-1.1918931880364705,A
219,-0.07427667492232087,C
220,-1.4380757826268005,B
221,0.129179083421446,A
222,-0.11146412166616404,B
223,-0.4177661361909637,B
224,-0.8270291187931926,B
225,-0.33335683291138685,C
226,-0.7465545512521063,A
227,-0.5151961438855949,A
228,1.1919610169877246,B
229,-0.8835827436523377,C
230,0.6155390299348679,C
231,-0.2982883467570239,B
232,-1.5516955597076043,A
233,-0.7051279262121684,B
234,0.34729595719819095,A
235,-1.226423753483818,B
236,-0.7407489200545636,C
237,0.09987723015217508,A
238,-0.4192879789924865,B
239,0.10112724788797414,A
240,-0.6377910911164649,A
241,-1.9653853723964125,B
242,-0.1203589778321341,B
243,-1.2259455417720198,A
244,0.9106097014614133,A
245,-0.4317613437903931,C
246,0.07438862605739427,A
247,0.776972020432539,C
248,0.3917607475903807,C
249,-0.411040267384166,C
250,-0.9935823929320038,C
251,1.3089150297721204,C
252,0.34555778552260114,C
253,0.22747257203528926,C
254,-2.1278247693816708,B
255,-0.5836148525322723,B
256,1.9325347679943006,A
257,0.5235097357030557,C
258,0.8357673111920614,A
259,-0.10334308520552808,C
260,1.716351856781534,B
261,-0.7953490577824668,A
262,0.6822677813472531,B
263,0.7581726566905452,A
264,-0.2758569402150433,C
265,-0.6208777813085038,A
266,0.21200174493845722,B
267,0.5238341678214423,A
268,-0.04139692042455398,C
269,1.3759563745108094,A
270,0.3089090383249264,B
271,-1.443618030825427,A
272,-0.15927391900213728,A
273,0.23705450504479167,C
274,0.5540954381277365,B
275,0.04792379188396761,C
276,-0.5016964141603111,A
277,1.6296161527796773,C
278,-1.1954391779060811,A
279,1.3611665750122888,A
280,2.4563144232973677,C
281,-1.436815701783141,B
282,-1.9748023403241513,C
283,0.4166584174333347,C
284,1.7177966711147272,B
285,-1.064896621188901,C
286,-0.7098378647455628,A
287,-0.7657597434628839,B
288,0.3890786800828633,C
289,-0.36519148580842736,A
290,0.06991172960738846,B
291,0.2542793513096276,C
292,-0.5416033254933222,B
293,-0.6002544002611511,B
294,0.3163507636412163,C
295,-0.039390171137838846,A
296,-0.6272180376220049,A
297,-0.6532032279702413,C
298,0.647608264562111,A
299,-1.2854060282209416,A
300,0.6682039992610609,B
301,-0.6601462433703075,C
302,-0.8523436386793808,C
303,0.5511685584525113,B
304,0.4991814598652097,B
305,-0.2925598438818134,C
306,-2.0646483937570705,B
307,-0.2292231956991858,A
308,-1.4794816474514123,C
309,-0.050977043236841685,C
310,0.3730230970178649,A
311,-1.07199787801072,B
312,-1.5675327184598835,B
313,0.7527332198407897,B
314,0.5875557355999494,C
315,0.3305710626110218,C
316,1.0799065978460105,B
317,-1.2038407387940582,A
318,-0.4773850062205959,A
319,-0.06885835037944772,A
320,-0.28778831518597436,C
321,-0.15320221923247898,B
322,1.461987127555283,B
323,-0.11518750090934717,A
324,-0.700065031551356,B
325,-0.968060544355728,C
326,2.0829809423161256,C
327,-0.27813225912339495,C
328,-0.4986421872102341,A
329,-0.1520287406189632,C
330,0.2515792307218884,B
331,-0.49508570192703955,C
332,1.679015678896583,A
333,0.331955145609444,C
334,-1.833015220926846,C
335,-1.1947052558991489,A
336,-1.011234915548381,C
337,1.0798047379265638,C
338,0.16558923718529223,A
339,1.4674082189727558,A
340,0.9074002783019549,B
341,0.13347615754316933,B
342,0.6804098914628457,A
343,-0.30340402186158827,A
344,-0.40146101848440524,B
345,2.4866294728822393,B
346,1.7814886655206434,C
347,-0.02959910501670758,B
348,-0.6894490435053069,A
349,1.0141373163754936,B
350,0.4636522644736122,A
351,1.1743983182166753,A
352,0.08252152988538342,B
353,-1.6420295050988893,C
354,-0.8091438425023697,A
355,0.9488393073181312,A
356,1.832196936850424,B
357,0.17552705612731043,A
358,-0.2986816117048585,A
359,0.56522927707708,C
360,0.5797679782758638,B
361,-0.3269060046688019,B
362,-1.4056505236775323,A
363,-1.243344297019114,A
364,-1.0901622460459943,C
365,1.0957432465686114,B
366,-0.6964538296160824,C
367,0.7903743766579288,A
368,-0.0518114804428562,B
369,1.2106130922311922,C
370,-0.2941613779075639,C
371,0.6334869908533283,B
372,-2.25305233488981,A
373,0.5381297874607327,B
374,-1.7345946441252122,C
375,0.354555753539348,A
376,-0.9962331574605056,A
377,-1.5331898559627013,A
378,1.2373021510898028,C
379,-0.22132371096596168,A
380,1.2069791719824354,C
381,0.6277048060280511,A
382,0.7714273300213708,C
383,1.4234937517617445,B
384,-1.6981638831632015,A
385,-1.5636407523698879,A
386,-1.5417922059369715,B
387,-0.9158070620625841,A
388,1.2073207576604856,C
389,0.7312152038955657,B
390,0.6409998562944851,C
391,2.3676877301435915,C
392,1.2310539028001728,A
393,-0.4254136231501679,A
394,-1.4438968548060875,B
395,1.6371681794618194,C
396,-0.5975753344486837,C
397,0.17028462123569094,A
398,0.9667899825555999,C
399,2.8038158496532946,A
400,-0.13553519471425315,C
401,1.199682270363894,B
402,-0.6130529321913794,C
403,1.814592722702909,A
404,0.5007992467956868,B
405,-0.5540200094388946,A
406,-0.10449491909238386,B
407,0.11775285017588027,A
408,-0.45802781108402696,C
409,1.6066854370844086,A
410,-0.8113393083770043,A
411,0.5616087894880407,A
412,0.8278871234967558,C
413,-1.0532760963811814,C
414,0.3843466114343148,B
415,1.4612959285022742,C
416,0.9644495327941534,A
417,-0.12771893747626994,B
418,-0.5485114324594854,A
419,-0.3074591280976347,C
420,0.5221909494754683,C
421,-0.5152352439395036,C
422,-0.3451764801393114,B
423,0.5513441550075697,B
424,-0.7766347220115768,B
425,0.5414565926576204,C
426,-0.3276483618416524,A
427,0.13063115067774655,C
428,1.2340396760247831,C
429,-0.22829288017791013,B
430,0.09461932242917709,C
431,1.145139399522091,C
432,0.3703869780976375,C
433,0.26363568362765266,B
434,-0.5992560405557064,A
435,-0.3079250005881579,C
436,0.8181910205427576,B
437,0.5580070146192055,C
438,1.1926426423806251,A
439,0.9261972671377283,C
440,1.1146264895380176,C
441,0.40957719007469756,C
442,-0.9838748738364261,B
443,1.263780333406208,C
444,0.9127844343120717,C
445,-0.14392635580378715,B
446,-1.007856791832137,A
447,0.12531727096635648,A
448,0.23058141829143855,C
449,1.7330276869529186,A
450,-0.41762251797627437,B
451,0.03532695295888391,A
452,-1.2041888233870135,A
453,-0.9801342534525053,B
454,-2.3742010575227446,C
455,-1.3338027921999847,B
456,-0.08871460250715564,B
457,0.3249841944407731,C
458,0.06680564740398377,A
459,-0.962244877864206,A
460,0.6216400708409114,B
461,-1.8101418280006742,A
462,0.6296886773265258,C
463,0.576816092803792,A
464,-1.0274628662489265,C
465,1.171142643555358,A
466,-1.0208497715679552,B
467,-1.3311561983258107,A
468,0.1577873555310771,C
469,-2.523321152363264,C
470,1.561984406912733,B
471,-0.8237220389270125,C
472,-0.798510396627485,B
473,1.8444157255835507,B
474,1.6350874361742103,A
475,2.3702154668293707,A
476,-1.4634409068558591,B
477,0.2988554584796884,C
478,0.4303853508271143,C
479,-0.6020245511010981,B
480,1.8852886989333346,C
481,1.3131426009715619,A
482,-0.8415874754696085,C
483,-1.284813523239796,C
484,1.3084480100762632,C
485,-1.9511369634666764,A
486,0.04237201634135705,A
487,-0.8190606447273454,A
488,0.733434740959499,B
489,-0.3942524405959463,A
490,0.5224359115580005,B
491,1.2796586958347484,B
492,-0.5246563449074548,B
493,-0.15014540400506868,B
494,-3.1927213062771473,B
495,-0.09312701301154332,A
496,2.2683553943803307,B
497,-1.3362993212368293,C
498,-0.4520208035770396,A
499,-0.3148209254535848,C
500,0.8564325573487731,A
501,-0.3114785039744267,C
502,2.111594564537236,C
503,-0.6774795366131067,B
504,0.5846312277467317,B
505,0.5050766314971429,A
506,1.6764194891072304,A
507,1.6125823599311888,C
508,0.2304592454563233,B
509,0.7504948236896397,A
510,-0.83427754353466,B
511,0.5001398786899809,A
512,-0.2225841934850017,C
513,-1.573510708845301,B
514,-0.23838816587541323,B
515,-0.898036566661515,B
516,0.9660446228030624,A
517,2.1367155727115574,B
518,0.14589890698475472,A
519,1.384565634131978,B
520,-1.4738861821328038,C
521,-0.4546772793854324,C
522,-0.4923045488772714,B
523,-1.0245611988998635,A
524,0.2981224880405672,A
525,-0.6092523615356176,C
526,0.4816424610798501,C
527,0.8784385050700745,C
528,-0.5429636311088047,A
529,1.4709621025277162,A
530,-0.4448440707933411,B
531,1.2988680979201181,C
532,1.0733928812355955,B
533,0.5623459753999076,C
534,-1.0347221175526495,C
535,-0.7422226933155442,C
536,0.9943033656472343,A
537,-0.5253220445161374,A
538,-2.435789892277845,B
539,-0.4210201818158485,C
540,1.5770082515748696,B
541,1.0525548603425083,B
542,1.4776325774326726,B
543,0.3602878218769898,B
544,-2.556166239628384,A
545,0.8603343524066692,B
546,0.30040519530387483,B
547,0.20244980398941262,B
548,0.05112415101671875,A
549,0.634980085770618,B
550,0.7247232819045134,B
551,-0.34723845779686807,A
552,1.1578509368676448,C
553,0.10519344219034225,B
554,0.7738546347886764,C
555,0.7464029549745504,A
556,-1.0913778405830776,C
557,-0.19386861061684277,A
558,-0.669388896343838,B
559,0.5202997860930093,C
560,0.9234283427568212,C
561,-2.4337578964636553,C
562,1.566079331471698,C
563,0.4517625619119061,B
564,-1.0274821291951968,C
565,-0.18325352255033983,A
566,-1.2169304343680576,B
567,-2.1748577823306223,A
568,-1.6578302403893628,C
569,-0.45618827180753624,A
570,-0.2085983927469849,A
571,0.527342433351175,C
572,-2.042699091265482,B
573,-0.905685899416954,B
574,1.243279918454465,C
575,0.539818461241931,A
576,-0.24023571962105672,A
577,-2.1945539615582637,C
578,-0.53572651846572,B
579,-1.078442517460313,A
580,0.4675327647944926,C
581,2.780435963452231,C
582,0.1155509941428862,C
583,1.8677353101726148,B
584,-0.6019580252243788,B
585,0.5035056461627604,B
586,-0.9257430481638548,B
587,-0.5515757906471498,C
588,-0.2425428862035032,A
589,-0.07051875881977868,A
590,-0.8971486007555356,C
591,-0.09885092060426395,B
592,-1.4521818777121196,C
593,1.2228035566176845,A
594,-0.2768636242291989,C
595,0.756433181071841,C
596,-1.3169733803365615,B
597,0.727547836104384,C
598,-0.3872533409075133,B
599,1.9089795871266186,B
600,0.07133953647780036,C
601,-0.3457489433257175,A
602,2.431572999494178,A
603,0.7864350613025793,A
604,-0.22606386829708222,A
605,0.46270170938515837,B
606,-1.3751304990991893,C
607,0.540825040534513,C
608,0.06714309918266008,A
609,-0.8093060286059041,C
610,0.10790560719305714,A
611,-1.7906453471698367,A
612,0.8539549652701027,A
613,-0.6326245778126565,A
614,1.0176348632753138,A
615,-2.435616866064787,C
616,0.17708113580795168,C
617,0.32838088589952186,C
618,-1.3595099124084002,C
619,0.020626076015479687,A
620,0.7688527162439047,B
621,-0.24505182789476168,C
622,-0.3163393286136373,A
623,-1.1094302935264977,B
624,0.6948020554480054,C
625,0.24506638052048157,C
626,0.5040296664482966,C
627,-0.4502120415966392,C
628,2.734285496911989,A
629,-0.32280433414357035,C
630,-1.647120693004984,A
631,-1.1324131305205032,A
632,0.20470467005532125,A
633,-1.403368640705159,A
634,0.4367687509516667,B
635,-0.13018936145401513,A
636,-0.3515956158053012,A
637,0.8564459527364401,B
638,-0.8043056334705448,B
639,0.8164459291765809,B
640,0.8144011329977888,C
641,-0.6114349570775358,C
642,0.8962278830241884,C
643,-0.6936430385732826,A
644,-0.10462082322285078,B
645,0.5857069983673672,C
646,1.4704471761621574,A
647,-0.699589147847662,B
648,-1.664405951324364,B
649,0.7660467664288046,A
650,0.8492333356852771,A
651,-0.9979932407655183,B
652,0.2550162311254259,A
653,1.2958356291984396,C
654,-0.19357716331521344,C
655,0.6675135472927701,A
656,-0.45360836739544624,B
657,0.9051940991710204,C
658,2.043464162275172,A
659,0.2591640455420965,C
660,0.9741050957404048,B
661,-0.5257435472398155,A
662,0.057993438392590295,B
663,-0.027787334388439125,B
664,-0.475747061823236,B
665,-0.34402417818832576,C
666,0.4197770358568582,A
667,-0.6908491382205098,A
668,-0.13661349762783156,A
669,1.6688706005130751,C
670,1.2744286293563851,C
671,-1.021193770668197,A
672,-0.809606763737259,B
673,-1.420300164915916,A
674,0.7981636310277125,C
675,1.2022546591063143,A
676,0.16968813251804085,B
677,0.6608446978183483,A
678,-0.3065718456403285,B
679,0.1882381096835829,C
680,0.4421582992237195,B
681,0.008917993107950443,C
682,-1.447950049553611,C
683,-1.1735916545159,C
684,0.9866868517198962,C
685,-1.4960334486393518,B
686,-1.5077399479320284,C
687,0.4300578248351581,A
688,0.003937339358677524,C
689,-0.6639339865192045,C
690,1.6341992076875869,C
691,1.2202113579468992,B
692,-1.4724667242259024,B
693,0.4640819094929103,C
694,1.258076690227117,C
695,-2.3022041507433926,B
696,1.33109421944454,B
697,1.7867445745675539,C
698,0.9913972567574754,B
699,-0.11461886972641495,C
700,-0.028854235591360803,B
701,-0.05537583236998604,C
702,1.1374682983845956,A
703,-0.42433047702746435,B
704,-0.3589395001042311,A
705,-1.0048735578217294,A
706,0.9247734565241192,A
707,1.033892472571522,B
708,-2.1836973096810417,C
709,-0.2348365346695143,C
710,-0.26796022614932385,A
711,-1.4135810714166026,A
712,-0.42246080956168386,C
713,1.1709866351124667,A
714,-0.29578713253119493,C
715,-0.8807431278050956,C
716,0.9938405791079284,B
717,0.6928914428749785,B
718,0.13360317656424217,A
719,-0.439201884075239,B
720,-1.8489222069010467,C
721,0.585483260209112,C
722,0.6390457399015632,A
723,-0.2381544863332112,A
724,0.2722660842811073,A
725,0.571652608517147,A
726,0.23799265230952862,A
727,-0.9521527808882818,A
728,-0.7199844702538655,C
729,0.13488712799689953,C
730,0.7182899666182783,C
731,0.4772274702069236,C
732,-1.8883800092670369,B
733,0.5064101782747685,C
734,1.8893232099015111,B
735,-0.3419164683670465,C
736,0.5202788976947491,B
737,0.19034696321225975,B
738,-0.20744194298909713,A
739,-0.09466960510536214,B
740,-0.7203372275198195,C
741,1.1942764181458765,B
742,0.8972643864600663,A
743,0.24080714676590237,C
744,0.5547553837170833,B
745,0.12893662683621404,C
746,0.016567241177313886,B
747,0.0059596106620515964,A
748,-1.8427939904132622,A
749,0.11787492098738359,B
750,-1.6592013286603993,C
751,-0.04272954551271221,C
752,-0.7276945183570074,A
753,1.4222674124944366,C
754,-0.8746752067637932,A
755,-0.9419387621067846,A
756,0.1199416200461208,C
757,-1.0073176021117973,A
758,0.25601641353200183,B
759,1.1242550879193969,A
760,-0.1026380425482599,A
761,-0.030126488858102315,A
762,0.581623849944402,B
763,-1.4271223449689503,B
764,0.525451778579581,A
765,-0.0417468525319502,A
766,-0.28052369577364616,C
767,0.2717848583892364,B
768,0.9984315696765792,A
769,-0.5884905989916616,B
770,0.3314397766876868,A
771,0.511471243236454,B
772,-1.0922368761005399,A
773,0.2515872135212488,A
774,-0.3679915608598313,B
775,-0.905511040653253,B
776,-1.1493466946108077,A
777,1.4522405392001057,C
778,1.1784028670192366,B
779,-0.1130457970872915,B
780,0.5807149442895227,A
781,-1.665495502381778,B
782,-0.22758547521112546,C
783,-0.27244055015963053,B
784,0.33055099745689065,B
785,-0.15946372408186424,C
786,-0.6214002300239414,C
787,-0.3907719332551686,C
788,-0.63376275041968,B
789,-0.7316479384003285,A
790,-0.148378085747512,A
791,-0.3681855694114909,B
792,1.0858355524924415,B
793,2.6389149453339544,A
794,-0.8827492674775251,B
795,-1.1136426644992665,A
796,-1.6805758635035926,C
797,0.685959686364781,C
798,-1.0266241939369862,B
799,-1.2277319639961186,A
800,-0.7613341225307892,B
801,1.2058730988531725,B
802,0.336459355604163,A
803,-1.265362748907613,B
804,-0.4221755351670824,A
805,-0.4500989616813308,A
806,-0.22286875197736972,C
807,-0.3558119614006794,C
808,0.8345958379612619,B
809,0.009318650140153465,A
810,0.27999253085100434,B
811,-0.2272105406597962,B
812,-0.5163753741571869,C
813,1.4688334073736906,A
814,0.060905830887524236,B
815,0.12267387356484309,C
816,-0.04877675344131372,B
817,1.0241813078242963,A
818,0.796260515759581,C
819,1.8979224424678416,C
820,0.8923779874883563,C
821,0.40885239562737974,B
822,-0.21282324713468087,C
823,1.7615864233077803,A
824,-0.8551013644654111,A
825,-0.5082181036088611,A
826,0.8162631821441124,B
827,-0.8990138649977787,A
828,-0.9473867172063922,B
829,-0.07146609565434452,B
830,-0.0873440755292787,A
831,0.1641288540512928,C
832,-1.3072151809513208,A
833,-2.4085807489820454,B
834,-0.6076880905630996,C
835,-0.73497616218496,B
836,-0.623147735240935,C
837,-2.065739049980987,B
838,-0.236446667706404,C
839,-0.48104852305046825,A
840,0.17450225413571732,A
841,0.3222303406044179,B
842,-1.0538405566805138,C
843,1.1486484347596546,C
844,2.141055452453962,C
845,-0.12324402555195275,C
846,0.9590049748957339,A
847,0.3652811479374695,A
848,-0.9777956649111422,C
849,-1.8630612519801841,A
850,0.12217093114821981,A
851,-0.7574094185607663,C
852,-1.497127522758747,B
853,-1.0134481611236126,B
854,-0.0643845355666602,B
855,-0.6299221297408201,C
856,0.45363439022333485,A
857,-0.7105349013383921,C
858,-1.6348676771742268,C
859,-1.0885654916860708,B
860,0.17965116842995285,B
861,1.1395800815798696,B
862,0.2512668264726769,A
863,2.843625540553099,B
864,0.9617132159305337,B
865,-0.7976084441753659,A
866,-1.5186212861542125,B
867,-0.8203357842087151,C
868,-1.543645425739805,C
869,-0.7758210421438332,A
870,1.735595609240853,A
871,-1.1610551142602477,A
872,-0.08385710658916826,B
873,-1.279996194192393,C
874,-0.19964701267345666,B
875,-2.112991280704304,B
876,0.35329012129137266,A
877,-1.3200722563155562,A
878,-0.20937570670234254,B
879,-0.6570780014906338,A
880,-0.7919104937862491,A
881,-1.4828429990525909,B
882,-0.8453248266161504,B
883,-0.7087370738362541,A
884,0.8290482830378839,C
885,-0.018275885172100968,B
886,0.9236745812935001,C
887,-1.6819052171676256,B
888,0.0537312272450437,A
889,0.22320930036937547,B
890,0.15311083475178808,B
891,0.5446510740817175,B
892,1.190795462547376,A
893,0.22442351334808208,B
894,0.90881755567336,C
895,0.030483363841030033,B
896,-1.350095965424511,A
897,0.46635918826205974,B
898,-1.0456902610851209,C
899,0.03445231121016991,B
900,-0.5115022595813254,C
901,0.06613710297296484,A
902,-1.7361854853280034,B
903,-0.05121701339680743,B
904,-1.386704624720771,A
905,0.7375801023382139,A
906,0.4419679738806434,C
907,1.7915283117570213,A
908,1.094634403887064,C
909,-0.42772445175079815,C
910,-0.27851529832967564,A
911,0.5492585869463272,B
912,0.6246093343934711,B
913,-0.028028895007877044,B
914,-0.7961515563457331,B
915,0.28122582571954996,B
916,0.3388267085559608,B
917,0.7285196459632473,C
918,-0.08570001881369631,A
919,-0.227484085835234,A
920,-0.2601119720551699,C
921,-0.0711427231346081,B
922,-0.6913467020155563,C
923,0.06424169146867155,B
924,1.2385749977525031,B
925,0.17152184806839937,C
926,0.5228406793479942,A
927,-0.207916907657928,B
928,-0.321934606414396,A
929,-0.047835441129585626,B
930,-1.305301702605353,B
931,-0.7897369882914659,C
932,0.09039866548497773,C
933,-1.5302968241965367,B
934,-0.5628841972480089,B
935,-0.4899035089329872,C
936,2.267274048632177,C
937,1.4413176630594862,A
938,-0.13308896383299043,B
939,0.8325408204252557,A
940,0.9123561847252117,A
941,-0.4841441395827516,C
942,0.5691363636951016,A
943,0.19402814098852958,B
944,-1.6004585438604035,B
945,0.8248075966734862,B
946,-0.736597862426009,C
947,0.4961850267239523,B
948,-0.44308071598285803,C
949,0.13656930667506822,B
950,-1.602807147636922,A
951,0.9484544329080574,B
952,0.411789041486461,B
953,1.3667389495646542,A
954,0.38480526832824785,C
955,-0.9144815562960288,B
956,0.408476343019095,A
957,1.128444871972834,B
958,0.06254280771531252,B
959,-0.3993084126754706,C
960,-0.03775845191610513,C
961,0.00915464330355556,B
962,0.8059526280639082,A
963,0.3417408188770595,A
964,-0.11893207409949592,B
965,0.03470572138525226,A
966,-1.423434689878198,C
967,-0.6731097073778787,C
968,-1.6088563844625352,B
969,2.267825563624306,A
970,0.35863321955399463,C
971,-1.083922804537292,B
972,1.6821026383385178,C
973,0.3736706340609822,A
974,-2.0226447401983623,B
975,0.0400444912675481,A
976,-0.2467088426977826,B
977,1.3357213339308192,B
978,-1.5257700625420298,B
979,0.7154059312706577,B
980,0.5831363348442998,C
981,-0.8243838736245555,A
982,0.8053711071140547,B
983,1.6510515098517673,B
984,-0.1986346832632501,B
985,-1.6078990905992363,B
986,-0.6987499299300917,A
987,0.19305720240385052,A
988,-1.8451493027543477,B
989,1.0527275025642666,B
990,-0.21595498457804907,B
991,-0.9779626853161483,B
992,-0.7158345283626102,B
993,-1.065644370588283,B
994,0.10370225697121435,C
995,-1.647161280967831,C
996,0.6120422899192293,C
997,-0.08576293526946123,B
998,0.14759471297537513,B
999,0.5600946372793675,B
1000,0.3018694048002306,A
1001,0.1714857776576394,B
1002,-1.049421022274293,A
1003,0.22114201111668488,A
1004,-1.6278597540584425,B
1005,0.28103383284561034,C
1006,0.15869828486457957,B
1007,0.044567587366991825,C
1008,-0.06809099535389192,B
1009,-0.09656635310604493,B
1010,-1.2690808575818717,C
1011,0.2596834517804472,C
1012,0.3869200975383681,A
1013,-1.3849917796253601,A
1014,0.21376614486117887,A
1015,-0.1233947206804577,A
1016,-0.4550252865099023,C
1017,-1.7273322125868198,C
1018,-0.21183987074076857,B
1019,-0.2985261572804556,C
1020,-0.1964180080749518,B
1021,-0.08098852672508561,B
1022,0.09284788223697782,B
1023,0.32348368407911526,C
1024,0.9750817626972703,A
1025,-0.5027063293991635,C
1026,-1.8318697346052115,A
1027,1.079033335168156,C
1028,0.46594894249677365,B
1029,-0.7011610690387591,C
1030,0.5776745676861051,B
1031,-0.5652560021885858,A
1032,2.28659128739023,C
1033,-1.346063395361217,C
1034,1.420992583469477,C
1035,1.5795266930439484,B
1036,-1.4330654195859187,A
1037,1.2749693030288154,A
1038,-0.7371568899438674,C
1039,-0.17531735071434804,B
1040,-0.5487346886516137,B
1041,0.859717943005394,A
1042,0.32823680264150457,C
1043,0.8008828867406091,C
